srx_accession,entrez_id,file_path,obs_count,lib_prep,tech_10x,cell_prep,organism,tissue,tissue_ontology_term_id,disease,disease_ontology_term_id,perturbation,cell_line,antibody_derived_tag,czi_collection_id,czi_collection_name,is_lung,study_accession
SRX25261711,33603785,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261711.h5ad,6569,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage,UBERON:0002048,fibrotic hypersensitivity pneumonitis,MONDO:0975896,"smoking status: former, FEV1: 65, DLCO: 38",unsure,no,,,True,PRJNA1133168
SRX25319046,33661521,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25319046.h5ad,4655,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary airway cells,UBERON:0004802,Primary Ciliary Dyskinesia,MONDO:0016575,unsure,unsure,no,,,True,PRJNA1135481
SRX25319040,33661515,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25319040.h5ad,6864,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary airway cells,UBERON:0004802,PCD (Primary Ciliary Dyskinesia),MONDO:0016575,unsure,unsure,no,,,True,PRJNA1135481
SRX22996343,31070153,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996343.h5ad,3917,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX25363536,33729883,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25363536.h5ad,8551,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,Trisomy 21 (Down Syndrome),MONDO:0700126,control group used,unsure,no,,,True,PRJNA1136930
SRX20407496,27829850,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20407496.h5ad,9242,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA973717
ERX11876748,36179576,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/ERX11876748.h5ad,7420,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung tumor central margin,UBERON:0002048,non-small cell lung adenocarcinoma,MONDO:0005233,samples collected after surgical resection,"fibroblast, endothelial cell",no,,,True,PRJEB71931
SRX23457976,31689185,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457976.h5ad,3674,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,unsure,,"Infected by HCoV-OC43, SARS-CoV, MERS-CoV, SARS-CoV-2, and mock control",HBEC organoid-control-3,no,,,True,PRJNA1071273
SRX20221196,27641472,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20221196.h5ad,7734,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,paraquat poisoning,MONDO:0017862,34 days post paraquat-poisoning,immune cells,no,,,True,PRJNA967233
SRX21460121,28901037,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21460121.h5ad,6654,10x_Genomics,multiome,single_nucleus,Homo sapiens,tumor-distant normal lung,,lung cancer,MONDO:0008903,never-smoker status,other,no,,,True,PRJNA1008237
SRX20811753,28243075,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811753.h5ad,3940,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,tracheal aspirate,,COVID-19,MONDO:0100096,NoDex (No Dexamethasone),other,no,,,True,PRJNA988459
SRX25363533,33729879,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25363533.h5ad,2188,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,trisomy 21 (Down Syndrome),MONDO:0008608,control (no treatment),not specified,no,,,True,PRJNA1136930
SRX24312776,32625510,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312776.h5ad,4166,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,fetal lung,,other,,other,other,no,,,True,PRJNA1102355
SRX25261767,33603841,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261767.h5ad,5259,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage,,fibrotic hypersensitivity pneumonitis,MONDO:0975896,unsure,not_applicable,no,,,True,PRJNA1133168
SRX25319037,33661512,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25319037.h5ad,5163,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary airway cells,UBERON:0004802,other,,other,other,no,,,True,PRJNA1135481
SRX23457979,31689188,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23457979.h5ad,1265,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchial epithelium,UBERON:0002031,not explicitly mentioned,,infected by four different betacoronaviruses,HBEC organoid-OC43-3,no,,,True,PRJNA1071273
SRX22996385,31070195,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996385.h5ad,5195,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,"serum, epidermal growth factor, kinase inhibitors, ultraviolet irradiation",not specified; involves human samples from patients with LUAD,no,,,True,PRJNA1055415
SRX24313469,32626979,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24313469.h5ad,7656,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,acute lung injury,MONDO:0015796,placenta-derived mesenchymal stem cells,RAW264.7,no,,,True,PRJNA1102421
SRX22996351,31070161,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996351.h5ad,4186,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996310,31070120,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996310.h5ad,3136,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX25038166,33375418,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25038166.h5ad,5058,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,COPD,MONDO:0005002,"samples from patients with lung cancer, diagnosed with COPD, current smokers",unsure,no,,,True,PRJNA1127657
SRX27313889,36849204,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX27313889.h5ad,10858,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung cancer cell line,UBERON:0002048,lung cancer,MONDO:0008903,DMSO,NCI-H226,no,,,True,PRJNA1209070
SRX22146400,30098905,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22146400.h5ad,35976,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,IMR90 (lung fibroblast cell line),UBERON:0000114,not specified,,cells expressing vector control and RIS IMR90 cells expressing shA1 or vector control,IMR90,no,,,True,PRJNA1030004
SRX22996360,31070170,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996360.h5ad,3374,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,not specified,not specified,no,,,True,PRJNA1055415
SRX25595936,34594106,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25595936.h5ad,7723,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,not specified,,30th passage after one acute exposure (0.5 Gy),BEAS-2B,no,,,True,PRJNA1144126
SRX19907928,27280145,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX19907928.h5ad,2897,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,not specified,,IL-13 treatment for 2 days,healthy human airway epithelial cells,no,,,True,PRJNA953399
SRX24312774,32625508,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312774.h5ad,5091,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,fetal lung tissue,UBERON:0002048,unsure,,unsure,unsure,no,,,True,PRJNA1102355
SRX26487567,35790348,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26487567.h5ad,8334,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung tumor,UBERON:0002048,non-small cell lung cancer (NSCLC),MONDO:0005233,Nivolumab treatment,"Cryopreserved dissociated tissue, sorted T cells",no,,,True,PRJNA1177414
SRX23902410,32207434,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX23902410.h5ad,12346,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage fluid,,respiratory tract infections,MONDO:0024352,OM-85 150ug/ml + Isotype control Ab,BAL cells,no,,,True,PRJNA1086544
SRX26487572,35790353,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX26487572.h5ad,10960,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,lung tumor,UBERON:0002048,non-small cell lung cancer (NSCLC),MONDO:0005233,nivolumab and ipilimumab,cryopreserved dissociated tissue; sorted T cells,no,,,True,PRJNA1177414
SRX21311406,28748538,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21311406.h5ad,2228,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,unsure,unsure,no,,,True,PRJNA1003807
SRX22996331,31070141,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996331.h5ad,3080,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,not_applicable,no,,,True,PRJNA1055415
SRX22996320,31070130,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996320.h5ad,3420,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX25261713,33603787,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261713.h5ad,5974,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage,,fibrotic hypersensitivity pneumonitis,MONDO:0975896,unsure,unsure,no,,,True,PRJNA1133168
SRX22996346,31070156,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996346.h5ad,3182,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX25319041,33661516,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25319041.h5ad,8099,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,primary airway cells,UBERON:0004802,Primary Ciliary Dyskinesia (PCD),MONDO:0016575,unsure,unsure,no,,,True,PRJNA1135481
SRX25261764,33603838,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261764.h5ad,451,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,bronchoalveolar lavage,,congenital hypothyroidism,MONDO:0005420,propylthiouracil treatment,unsure,no,,,True,PRJNA1133168
SRX22996348,31070158,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996348.h5ad,2962,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma (LUAD),MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996356,31070166,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996356.h5ad,5432,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,MRC008 Adeno_2,no,,,True,PRJNA1055415
SRX22996378,31070188,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996378.h5ad,3413,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX20221195,27641471,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20221195.h5ad,9239,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,,paraquat poisoning,MONDO:0017862,double-lung transplantation,endothelial cells,no,,,True,PRJNA967233
SRX22996323,31070133,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996323.h5ad,3245,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996333,31070143,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996333.h5ad,3267,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX24312786,32625520,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312786.h5ad,6845,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,fetal lung tissue,UBERON:0008946,none,,none,none,no,,,True,PRJNA1102355
SRX22996328,31070138,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996328.h5ad,3922,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22996369,31070179,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996369.h5ad,6837,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22558191,30554143,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22558191.h5ad,1665,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,idiopathic subglottic tracheal stenosis,UBERON:0036068,anogenital herpes,MONDO:0005770,unsure,unsure,no,,,True,PRJNA1041779
SRX22996322,31070132,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996322.h5ad,2637,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,not specified,not specified,no,,,True,PRJNA1055415
SRX24732577,33051797,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24732577.h5ad,2635,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,COPD,MONDO:0005002,IAV infected,primary lung tissue cells,no,,,True,PRJNA1117768
SRX10425169,13746999,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX10425169.h5ad,5692,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung explant,UBERON:0002048,idiopathic pulmonary arterial hypertension (IPAH),MONDO:0001999,none reported,none reported,no,,,True,PRJNA716656
SRX22996392,31070202,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996392.h5ad,7628,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX25261736,33603810,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX25261736.h5ad,7590,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,peripheral blood mononuclear cells and bronchoalveolar lavage cells,,fibrotic hypersensitivity pneumonitis,MONDO:0975896,unsure,unsure,no,,,True,PRJNA1133168
SRX22146401,30098906,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22146401.h5ad,9282,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung fibroblast, non-small cell lung carcinoma",UBERON:0002048,cancer-related biology,MONDO:0045054,"RAS-induced senescence, shHMGA1 treatment","IMR90, H1299",maybe,,,True,PRJNA1030004
SRX22226507,30185156,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226507.h5ad,5516,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,no treatment,unsure,no,,,True,PRJNA1032112
SRX21460119,28901035,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21460119.h5ad,12557,10x_Genomics,multiome,single_nucleus,Homo sapiens,lung,UBERON:0002048,lung cancer,MONDO:0008903,smoking status,not_applicable,no,,,True,PRJNA1008237
SRX20811764,28243086,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20811764.h5ad,1206,10x_Genomics,5_prime_gex,single_cell,Homo sapiens,tracheal aspirate,UBERON:0011537,COVID-19,MONDO:0100096,NoDex (No Dexamethasone),other,no,,,True,PRJNA988459
SRX22556482,30552367,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22556482.h5ad,842,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,"lung tissue, primary cultured human pulmonary microvascular endothelial cells (HPMEC)","UBERON:0002048,UBERON:0016405",idiopathic pulmonary fibrosis (IPF),MONDO:0800504,exposure to human sera from healthy donors and IPF patients,other,no,,,True,PRJNA1041762
SRX24312779,32625513,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX24312779.h5ad,9102,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,fetal lung,UBERON:0002048,none,,none,none,no,,,True,PRJNA1102355
SRX20221194,27641470,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX20221194.h5ad,6030,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,paraquat poisoning (lung injury),MONDO:0017862,double-lung transplantation after paraquat ingestion,not specified; primary cells isolated from lung specimens,no,,,True,PRJNA967233
SRX21460097,28901013,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX21460097.h5ad,10796,10x_Genomics,multiome,single_nucleus,Homo sapiens,lung,UBERON:0002048,lung cancer,MONDO:0008903,none,not applicable,no,,,True,PRJNA1008237
SRX22226506,30185155,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22226506.h5ad,3541,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,unsure,,no treatment,unsure,no,,,True,PRJNA1032112
SRX22556483,30552368,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22556483.h5ad,508,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,Human pulmonary blood vessel endothelial cells,UBERON:0005317,Idiopathic pulmonary fibrosis,MONDO:0800504,Exposure to human serum from healthy donors and IPF patients,Not applicable,no,,,True,PRJNA1041762
SRX22996382,31070192,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996382.h5ad,4259,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22159982,30114451,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22159982.h5ad,3629,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung neoplasms,,multidrug resistance in tumor cells,,"antineoplastic agents, mixed micelles for drug delivery","A549, A549/Taxol",no,,,True,PRJNA1030397
SRX22996352,31070162,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996352.h5ad,3377,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,MRC008 Adeno ANT CD45+_3,no,,,True,PRJNA1055415
SRX22556485,30552370,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22556485.h5ad,559,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,Human pulmonary blood vessel endothelial cells (HPBEC) derived from lung tissue,UBERON:0013479,Idiopathic pulmonary fibrosis (comparison between healthy donor serum and IPF patient serum),MONDO:0800504,Exposure to human serum from healthy donors versus idiopathic pulmonary fibrosis patients,not applicable,no,,,True,PRJNA1041762
SRX22996373,31070183,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22996373.h5ad,2693,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,lung,UBERON:0002048,lung adenocarcinoma,MONDO:0005061,unsure,unsure,no,,,True,PRJNA1055415
SRX22556484,30552369,gs://arc-institute-virtual-cell-atlas/scbasecount/2026-01-12/h5ad/GeneFull/Homo_sapiens/SRX22556484.h5ad,812,10x_Genomics,3_prime_gex,single_cell,Homo sapiens,Human pulmonary blood vessel endothelial cells,UBERON:0005317,idiopathic pulmonary fibrosis,MONDO:0800504,exposure to human serum from healthy or IPF patients,primary cultured human pulmonary microvascular endothelial cells,no,,,True,PRJNA1041762
