srxAccession,studyAccession,diseaseRaw,diseaseOntologyTermId,diseaseName,tissueRaw,tissueOntologyRaw,cellLineRaw,diseaseArea,diseaseAreaSource,diseased,isBiologicalControl,controlType,isExperimentalComparator,eligible,excludeReason
SRX11987900,PRJNA759630,non-small cell lung carcinoma (NSCLC),MONDO:0005233,,lung tumor stroma,UBERON:0000114,not applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX11987901,PRJNA759630,none (normal tissue),,,lung (adjacent normal tissue),UBERON:0002048,none,Lung Cancer,study_consensus,False,True,matchedAdjacent,False,True,
SRX11987902,PRJNA759630,non-small cell lung carcinoma (NSCLC),MONDO:0005233,,"lung tumor (non-small cell lung carcinoma), stromal cells (CD45–, EpCAM–, CD29+, PDPN+)","UBERON:0002048,UBERON:0003891",none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987903,PRJNA759630,non-small cell lung cancer (NSCLC),MONDO:0005233,,lung tumor stroma (NSCLC),UBERON:0000114,none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987904,PRJNA759630,non-small-cell lung carcinoma (NSCLC),MONDO:0005233,,"lung tumor (non-small-cell lung carcinoma, patient 12)",UBERON:0000115,none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987905,PRJNA759630,non-small cell lung cancer (NSCLC),MONDO:0005233,,stromal cells from lung tumor and adjacent normal lung tissue,"UBERON:0000114,UBERON:0002048",not applicable,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX11987906,PRJNA759630,non-small cell lung cancer (NSCLC),MONDO:0005233,,lung (NSCLC tumor stroma),UBERON:0000114,none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987907,PRJNA759630,none (adjacent to NSCLC tumor),,,adjacent (non-tumor) lung tissue,UBERON:0008946,none,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX11987908,PRJNA759630,non-small cell lung carcinoma (NSCLC),MONDO:0005233,,lung tumor (sorted stromal cells from NSCLC),UBERON:0000114,not_applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX11987909,PRJNA759630,non-small cell lung cancer (NSCLC),MONDO:0005233,,"lung tumor stroma (CD45-, EpCAM-, CD29+, PDPN+)",UBERON:0000114,none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987910,PRJNA759630,none (adjacent normal tissue from NSCLC patient),,,lung (adjacent normal tissue),UBERON:0002048,none; primary stromal cells,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX11987911,PRJNA759630,none (healthy adjacent tissue),,,"lung (adjacent, non-tumor)",UBERON:0002048,none (primary FACS-sorted stromal cells),Lung Cancer,study_consensus,False,True,matchedAdjacent,False,True,
SRX11987912,PRJNA759630,non-small cell lung cancer,MONDO:0005233,,lung tumor stroma (non-small cell lung cancer),UBERON:0000114,none,Lung Cancer,disease_text,True,False,,False,True,
SRX11987915,PRJNA759630,Non-small cell lung cancer (NSCLC),MONDO:0005233,,Stromal cells from non-small cell lung cancer (NSCLC) tumor,UBERON:0003891,not applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX11987916,PRJNA759630,none (adjacent normal tissue from NSCLC patient),,,"lung (adjacent normal, stromal cells)",UBERON:0000114,none,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX11987918,PRJNA759630,none (adjacent normal tissue from NSCLC patients),,,lung (adjacent non-tumor tissue) stromal cells,UBERON:0000114,none,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX12150516,PRJNA762558,COPD (chronic obstructive pulmonary disease),MONDO:0005002,,bronchoalveolar lavage fluid (BALF) cells,UBERON:0035963,not applicable,COPD,disease_text,True,False,,False,True,
SRX12150517,PRJNA762558,"COPD, healthy non-smokers, healthy smokers",MONDO:0005002,,"bronchoalveolar lavage fluid (BALF) cells, alveolar macrophages",UBERON:0035963,none,COPD,disease_text,True,False,,False,True,
SRX12285822,PRJNA764933,SARS-CoV-2 infection,MONDO:0100096,,"lung (A549 cell line, ACE2-transduced)",UBERON:0002048,A549 (ACE2-transduced),COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,excluded_sample_type
SRX12366723,PRJNA766517,lung neoplasms,MONDO:0021117,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,False,non_human
SRX12457896,PRJNA768255,none (healthy donors),,,"bronchial epithelium (primary human bronchial epithelial cells, HBECs, air–liquid-interface cultured)",UBERON:0002031,primary HBECs (no immortalized cell line),Other,missing_ontology,False,True,healthy,False,True,
SRX12457898,PRJNA768255,none specified (healthy donors),,,"primary human bronchial epithelial cells (HBECs), air–liquid interface culture",UBERON:0002031,primary cells (no immortalized cell line),Other,missing_ontology,False,True,healthy,False,True,
SRX12457899,PRJNA768255,none (healthy donors),,,primary human bronchial epithelial cells (air–liquid interface culture),UBERON:0002031,none (primary cells pooled from four donors),Other,missing_ontology,False,True,healthy,False,True,
SRX12457900,PRJNA768255,none (healthy primary cells),,,primary human bronchial epithelial cells (HBECs),UBERON:0002031,none (primary cells),Other,missing_ontology,False,True,healthy,False,True,
SRX12457901,PRJNA768255,none specified (healthy primary cells),,,primary human bronchial epithelial cells (HBECs),UBERON:0002031,primary cells (no established cell line),Other,missing_ontology,False,True,healthy,False,True,
SRX12457902,PRJNA768255,none specified,,,"primary human bronchial epithelial cells (lung, ALI culture)",UBERON:0002031,none (primary cells),Other,missing_ontology,False,True,healthy,False,True,
SRX12457903,PRJNA768255,none specified (presumed healthy),,,bronchial epithelial cells (ALI-cultured) from lung transplant donors,UBERON:0002031,primary HBECs (not immortalized),Other,missing_ontology,False,True,healthy,False,True,
SRX12457904,PRJNA768255,none (healthy donors),,,primary human bronchial epithelial cells (HBECs),UBERON:0002031,primary cells (no immortalized cell line),Other,missing_ontology,False,True,healthy,False,True,
SRX12457905,PRJNA768255,none specified,,,bronchial epithelial cells (air-liquid interface culture),UBERON:0002031,primary human bronchial epithelial cells (HBECs),Other,missing_ontology,False,True,healthy,False,True,
SRX12509392,PRJNA769143,Healthy,,,Cultured human pulmonary arterial endothelial cells,UBERON:0005317,Not applicable,Pulmonary Hypertension,study_consensus,False,True,healthy,False,True,
SRX12509393,PRJNA769143,healthy donor,,,pulmonary arterial endothelial cells,UBERON:0005317,primary cultured cells,Pulmonary Hypertension,study_consensus,False,True,healthy,False,True,
SRX12509394,PRJNA769143,healthy and pulmonary arterial hypertension,,,pulmonary arterial endothelial cells,UBERON:0005317,none,Pulmonary Hypertension,disease_text,False,True,healthy,False,True,
SRX12509395,PRJNA769143,pulmonary arterial hypertension and healthy controls,MONDO:0015924,,pulmonary arterial endothelial cells,UBERON:0005317,primary cultured cells; not an immortalized line,Pulmonary Hypertension,disease_text,True,False,,False,True,
SRX12509396,PRJNA769143,Pulmonary arterial hypertension,MONDO:0015924,,Human pulmonary arterial endothelial cells,UBERON:0005317,none,Pulmonary Hypertension,disease_text,True,False,,False,True,
SRX12509397,PRJNA769143,pulmonary arterial hypertension and healthy control,MONDO:0015924,,pulmonary arterial endothelial cells,UBERON:0005317,"primary cells, not a cell line",Pulmonary Hypertension,disease_text,True,False,,False,True,
SRX12571162,PRJNA770341,lung transplant rejection (HLA mismatch),MONDO:0700220,,"bronchoalveolar lavage (BAL) fluid, T cells",UBERON:0035963,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX12571164,PRJNA770341,acute cellular rejection after lung transplantation,MONDO:0020546,,bronchoalveolar lavage (BAL) T cells,UBERON:8850000,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX12571167,PRJNA770341,Acute cellular rejection (lung transplant),MONDO:0020546,,"Lung (bronchoalveolar lavage), CD3+ T cells",UBERON:0035963,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX12635178,PRJNA771701,none (healthy),,,bronchial organoids (from healthy donor lungs),UBERON:0002031,none,COPD,study_consensus,False,True,healthy,False,False,excluded_sample_type
SRX12635179,PRJNA771701,chronic obstructive pulmonary disease (COPD),MONDO:0005002,,bronchial organoid,,none,COPD,disease_text,True,False,,False,False,excluded_sample_type
SRX12708356,PRJNA773094,COVID-19,MONDO:0100096,,lung (endotracheal aspirate),UBERON:0002048,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX12708358,PRJNA773094,COVID-19,MONDO:0100096,,endotracheal aspirate (lung),UBERON:0006538,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX12708360,PRJNA773094,Severe COVID-19,MONDO:0100096,,Leukocytes from whole blood and endotracheal aspirates,"UBERON:0000178,UBERON:0003126",not_applicable,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,non_lung
SRX12708362,PRJNA773094,COVID-19,MONDO:0100096,,lung endotracheal aspirate,UBERON:0035963,,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX12708364,PRJNA773094,"severe COVID-19 (SARS-CoV-2 infection, ARDS), healthy control",MONDO:0100096,,"blood (circulating leukocytes), endotracheal aspirate (ETA)","UBERON:0000178,UBERON:0035963",none,COVID-19 / SARS-CoV-2,disease_text,False,True,healthy,False,True,
SRX12868711,PRJNA773987,normal adjacent lung tissue from lung adenocarcinoma patient,,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX12868712,PRJNA773987,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,not specified; sample is lung tumor tissue from a never smoker,Lung Cancer,disease_text,True,False,,False,True,
SRX12868713,PRJNA773987,lung adenocarcinoma,MONDO:0005061,,lung,,other,Lung Cancer,disease_text,True,False,,False,True,
SRX12868714,PRJNA773987,"lung adenocarcinoma, stage IA",MONDO:0005061,,lung,UBERON:0002048,not_applicable,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX12868715,PRJNA773987,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX12868716,PRJNA773987,"Normal appearing adjacent lung tissue from lung adenocarcinoma patient, Stage IA",,,lung,UBERON:0002048,other,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX12868717,PRJNA773987,"lung adenocarcinoma, Stage IA",MONDO:0005061,,lung tumor tissue,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX12868719,PRJNA773987,"lung adenocarcinoma, Stage IA",MONDO:0005061,,lung,UBERON:0002048,not specified,Lung Cancer,disease_text,True,False,,False,True,
SRX12868720,PRJNA773987,normal adjacent lung tissue from lung adenocarcinoma patient,,,lung,UBERON:0002048,not_applicable,Lung Cancer,disease_text,False,True,matchedAdjacent,False,True,
SRX12868721,PRJNA773987,"lung adenocarcinoma, Stage IA",MONDO:0005061,,lung,UBERON:0002048,not specified; sample is lung tumor tissue from a never smoker,Lung Cancer,disease_text,True,False,,False,True,
SRX13061245,PRJNA778775,COVID-19,MONDO:0100096,,lung,UBERON:0002048,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,False,non_lung
SRX13139340,PRJNA780480,unsure,,,iPSC-derived alveolar organoids,UBERON:0008870,201B7 iPSC,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX13198724,PRJNA782639,invasive adenocarcinoma (subsolid nodule),MONDO:0004971,,lung adenocarcinoma (resected tumor tissue),UBERON:0002048,not applicable,Lung Cancer,study_consensus,,False,,False,True,
SRX13198725,PRJNA782639,lung adenocarcinoma (invasive adenocarcinoma),MONDO:0005061,,"lung (adenocarcinoma, invasive adenocarcinoma)",UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX13198726,PRJNA782639,"lung adenocarcinoma (invasive adenocarcinoma, subsolid nodule)",MONDO:0005061,,lung adenocarcinoma (primary tumor),UBERON:0002048,none (primary tumor cells),Lung Cancer,disease_text,True,False,,False,True,
SRX13198727,PRJNA782639,lung adenocarcinoma,MONDO:0005061,,"lung adenocarcinoma (AIS, minimally invasive, invasive)",UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX13198728,PRJNA782639,minimally invasive adenocarcinoma (MIA),MONDO:0004991,,"lung (adenocarcinoma, primary tumor)",UBERON:0002048,not_applicable,Lung Cancer,study_consensus,,False,,False,True,
SRX13198729,PRJNA782639,lung adenocarcinoma,MONDO:0005061,,lung adenocarcinoma (primary tumor),UBERON:0002048,not_applicable,Lung Cancer,disease_text,True,False,,False,True,
SRX13198730,PRJNA782639,lung adenocarcinoma (adenocarcinoma in situ),MONDO:0000503,,"lung adenocarcinoma tumor (treatment-naïve, AIS stage)",UBERON:0004821,none,Lung Cancer,disease_text,True,False,,False,True,
SRX13198732,PRJNA782639,lung adenocarcinoma,MONDO:0005061,,lung tissue,UBERON:0002048,none,Lung Cancer,disease_text,True,False,,False,True,
SRX13325101,PRJNA786555,lymphangioleiomyomatosis (LAM),MONDO:0011705,,lung (LAM lung),UBERON:0002048,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13325102,PRJNA786555,lymphangioleiomyomatosis (LAM),MONDO:0011705,,lung (LAM lung),UBERON:0002048,none specified,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13325103,PRJNA786555,LAM lung,MONDO:0006277,,LAM lung,UBERON:0002048,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13325105,PRJNA786555,"lymphangioleiomyomatosis (LAM), Tuberous Sclerosis Complex",MONDO:0011705,,LAM tumor (lung),UBERON:0002048,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13426726,PRJNA789499,healthy donor,,,human bronchial epithelial tissue,UBERON:0002031,Not specified,Other,missing_ontology,False,True,healthy,False,True,
SRX13426727,PRJNA789499,unsure,,,Human bronchial epithelial tissue,UBERON:0002031,unsure,Other,missing_ontology,False,True,healthy,False,True,
SRX13441698,PRJNA789838,idiopathic subglottic stenosis (iSGS),MONDO:0958099,,proximal airway mucosal scar,UBERON:0000379,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13441699,PRJNA789838,idiopathic subglottic stenosis,MONDO:0958099,,airway mucosal scar,UBERON:0004785,not applicable,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13441701,PRJNA789838,idiopathic subglottic stenosis,MONDO:0958099,,airway tissue,UBERON:0004802,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13441702,PRJNA789838,idiopathic subglottic stenosis,MONDO:0958099,,subglottic mucosa (airway scar),UBERON:0001824,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13789891,PRJNA797244,No explicit disease annotation,,,Bronchial epithelium,UBERON:0002031,Primary cells (not an established cell line),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX13789893,PRJNA797244,none (healthy donors),,,primary bronchial epithelial cells (bronchial epithelium),UBERON:0002031,"primary cells from three healthy donors (ages 11M, 60M, 19F)",Other,missing_ontology,False,True,healthy,False,True,
SRX13789894,PRJNA797244,none,,,bronchial epithelium,UBERON:0002031,none,Other,missing_ontology,False,True,healthy,False,True,
SRX14098301,PRJNA804479,Chronic obstructive pulmonary disease (COPD),MONDO:0005002,,"Lung tissue, specifically small airways/distal lung parenchymal samples",UBERON:0008874,None,COPD,disease_text,True,False,,False,True,
SRX14098302,PRJNA804479,COPD,MONDO:0005002,,lung,UBERON:0002048,unsure,COPD,disease_text,True,False,,False,True,
SRX14098303,PRJNA804479,COPD,MONDO:0005002,,Explanted lung parenchymal samples from small airways,UBERON:0008874,No cell line used; primary lung tissue,COPD,disease_text,True,False,,False,True,
SRX14098305,PRJNA804479,"chronic obstructive pulmonary disease (COPD), control",MONDO:0005002,,"lung parenchyma, airway biopsy","UBERON:0008946,UBERON:0001005",none,COPD,disease_text,True,False,,False,True,
SRX14098306,PRJNA804479,COPD,MONDO:0005002,,lung (explanted lungs),UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX14495312,PRJNA817261,Ewing sarcoma,MONDO:0012817,,lung tissue,UBERON:0002048,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX14495318,PRJNA817261,Osteosarcoma,MONDO:0009807,,"Peripheral blood mononuclear cells (PBMC), tumor-infiltrating lymphocytes from osteosarcoma lung tissue","UBERON:0002411,UBERON:0002048",none,Other,missing_ontology,,False,,False,False,non_lung
SRX14589431,PRJNA819093,COVID-19,MONDO:0100096,,lung immune cells,UBERON:0001963,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX14589432,PRJNA819093,COVID-19,MONDO:0100096,,lung immune cells,UBERON:0001963,unsure,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX14589433,PRJNA819093,COVID-19,MONDO:0100096,,lung immune cells,UBERON:0001963,none,COVID-19 / SARS-CoV-2,disease_text,True,False,,False,True,
SRX14767848,PRJNA667491,non-cystic fibrosis,MONDO:0009061,,lung,UBERON:0002048,unsure,Cystic Fibrosis,study_consensus,,False,,False,True,
SRX14767849,PRJNA667491,non-CF,,,lung,UBERON:0002048,unsure,Cystic Fibrosis,study_consensus,,False,,False,True,
SRX14767850,PRJNA667491,non-CF,,,lung tissue; primary human airway epithelial cells (basal cells),"UBERON:0002048,UBERON:0004802",none,Cystic Fibrosis,study_consensus,,False,,False,True,
SRX14767852,PRJNA667491,Cystic Fibrosis,MONDO:0009061,,lung,UBERON:0002048,Primary basal cells from human airway cultures,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX14767853,PRJNA667491,Cystic Fibrosis,MONDO:0009061,,lung,UBERON:0002048,none,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX14767854,PRJNA667491,Cystic fibrosis context,MONDO:0009061,,Human airway epithelial cells,UBERON:0008397,Not applicable,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX14767855,PRJNA667491,cystic fibrosis,MONDO:0009061,,lung,UBERON:0002048,unsure,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX14891756,PRJNA827791,multiple primary lung cancer (MPLC),MONDO:0008903,,lung,UBERON:0002048,human lung,Lung Cancer,disease_text,True,False,,False,True,
SRX14891758,PRJNA827791,unsure,,,lung,UBERON:0002048,human lung,Lung Cancer,study_consensus,,False,,False,True,
SRX14891759,PRJNA827791,multiple primary lung cancer (MPLC),MONDO:0008903,,lung,,unsure,Lung Cancer,disease_text,True,False,,False,True,
